SpName,TraitName,ValueQ,Units,ValueC,ValueT,CitName,Notes
Lomatium utriculatum,Leaf_margin,,,entire,,--,
Lomatium utriculatum,Leaf_shape,,,,obovate,--,
Lomatium utriculatum,Mass_seed,1.629999995,mg,,,Guerrant and Raven 95,
Lomatium utriculatum,Perenniality,,,perennial,,--,
Lomatium utriculatum,Propagation_mode,,,seed and vegetative,,--,
Lomatium utriculatum,Reproductive_sched,,,polycarpy,,--,
Lomatium utriculatum,Root_system,,,tap,,--,
Lomatium utriculatum,Seed_length,5.289999962,mm,,,Guerrant and Raven 95,
Lomatium utriculatum,Status_Federal,,,none,,--,
Lomatium utriculatum,Status_ONHIC,,,none,,--,
Lomatium utriculatum,Status_State,,,none,,--,
Lomatium utriculatum,Stem_arrangement,,,single upright,,--,
Lomatium utriculatum,Taxonomic_group,,,dicot,,,
Lomatium utriculatum,Where_native,,,Willamette Valley,,--,
Lotus formosissimus,Authority,,,,Greene,--,
Lotus formosissimus,Code,,,,LOFO2,"USDA, NRCS 08",
Lotus formosissimus,Common_name,,,,seaside trefoil,--,
Lotus formosissimus,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95,
Lotus formosissimus,Family,,,,Fabaceae,--,
Lotus formosissimus,Germination_rate,4,%,,,Guerrant and Raven 95,Maximum germination
Lotus formosissimus,Growth_form_std,,,dicot forb,,--
Lotus formosissimus,Habit,,,herbaceous,,--
Lotus formosissimus,Habitat_main,,,wetland prairie,,--
Lotus formosissimus,Height_max,50,cm,,,Flora ID Northwest 04
Lotus formosissimus,Leaf_division,,,compound,,--
Lotus formosissimus,Leaf_margin,,,entire,,--
Lotus formosissimus,Leaf_shape,,,,elliptic,--
Lotus formosissimus,Mass_seed,1.710000038,mg,,,Guerrant and Raven 95
Lotus formosissimus,Perenniality,,,perennial,,--
Lotus formosissimus,Propagation_mode,,,seed and vegetative,,--
Lotus formosissimus,Reproductive_sched,,,polycarpy,,--
Lotus formosissimus,Root_system,,,tap,,--
Lotus formosissimus,Seed_length,1.570000052,mm,,,Guerrant and Raven 95
Lotus formosissimus,Status_Federal,,,none,,--
Lotus formosissimus,Status_ONHIC,,,none,,--
Lotus formosissimus,Status_State,,,none,,--
Lotus formosissimus,Stem_arrangement,,,multiple upright,,--,
Lotus formosissimus,Taxonomic_group,,,dicot,,,
Lotus formosissimus,Where_native,,,Willamette Valley,,--,
Lotus micranthus,Authority,,,,Benth.,"USDA, NRCS 05",
Lotus micranthus,Clonality,,,non-clonal,,--,
Lotus micranthus,Code,,,,LOMI,"USDA, NRCS 05",
Lotus micranthus,Common_name,,,,desert deervetch,"USDA, NRCS 05",
Lotus micranthus,Diaspore_feature,,,none,,Flora ID Northwest 04,
Lotus micranthus,Dispersal_peak_month,6.5,month,,,Boyer 07a,
Lotus micranthus,Dormancy_break_mech,,,scarification,,--,
Lotus micranthus,Family,,,,Fabaceae,"USDA, NRCS 05",
Lotus micranthus,Flowering_peak_month,5,month,,,Boyer 07a,
Lotus micranthus,Germination_peak_month,12,month,,,Boyer 07a,
Lotus micranthus,Germination_rate,100,%,,,Flynn et al. 06,seeds scarified
Lotus micranthus,Germination_rate,45,%,,,Roberts 05,Finley field
Lotus micranthus,Germination_rate,98.66666412,mg,,,Clark et al 08b,
Lotus micranthus,Growth_form_Corn,,,erect leafy,,--
Lotus micranthus,Growth_form_std,,,dicot forb,,"USDA, NRCS 05"
Lotus micranthus,Habit,,,herbaceous,,"USDA, NRCS 05"
Lotus micranthus,Habitat_main,,,upland prairie,,Heritage Seedlings 07b
Lotus micranthus,Height_max,30,cm,,,--
Lotus micranthus,Leaf_division,,,compound,,Flora ID Northwest 04
Lotus micranthus,Leaf_margin,,,entire,,Flora ID Northwest 04
Lotus micranthus,Leaf_shape,,,,obovate,Gilkey and Dennis 01
Lotus micranthus,Life_form,,,therophyte,,--
Lotus micranthus,Mass_seed,2.900000095,mg,,,Roberts 05
Lotus micranthus,Nitrogen_fixing,,,Yes,,--
Lotus micranthus,Perenniality,,,annual,,"USDA, NRCS 05"
Lotus micranthus,Propagation_mode,,,seed,,--
Lotus micranthus,Reproductive_sched,,,monocarpy,,--
Lotus micranthus,Root_system,,,tap,,Flora ID Northwest 04
Lotus micranthus,Status_Federal,,,none,,--
Lotus micranthus,Status_ONHIC,,,none,,--
Lotus micranthus,Status_State,,,none,,--
Lotus micranthus,Stem_arrangement,,,multiple upright,,Gilkey and Dennis 01
Lotus micranthus,Taxonomic_group,,,dicot,,
Lotus micranthus,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07"
Lotus micranthus,Where_native,,,Willamette Valley,,"USDA, NRCS 05"
Lotus unifoliolatus var. unifoliolatus,Authority,,,,(Hook.) Benth.,--
Lotus unifoliolatus var. unifoliolatus,Clonality,,,non-clonal,,--
Lotus unifoliolatus var. unifoliolatus,Code,,,,LOUNU,--
Lotus unifoliolatus var. unifoliolatus,Common_name,,,,American bird's-foot trefoil,--
Lotus unifoliolatus var. unifoliolatus,Diaspore_feature,,,none,,Flora ID Northwest 04
Lotus unifoliolatus var. unifoliolatus,Dispersal_mode,,,wind,,--
Lotus unifoliolatus var. unifoliolatus,Dispersal_peak_month,7.5,month,,,Boyer 07a
Lotus unifoliolatus var. unifoliolatus,Dormancy_break_mech,,,scarification,,--
Lotus unifoliolatus var. unifoliolatus,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95
Lotus unifoliolatus var. unifoliolatus,Family,,,,Fabaceae,--
Lotus unifoliolatus var. unifoliolatus,Flowering_peak_month,6,month,,,Boyer 07a,
Lotus unifoliolatus var. unifoliolatus,Germination_peak_month,2,month,,,Boyer 07a,seeds not scarified
Lotus unifoliolatus var. unifoliolatus,Germination_rate,38,%,,,Guerrant and Raven 95,Maximum germination
Lotus unifoliolatus var. unifoliolatus,Growth_form_Corn,,,erect leafy,,--,
Lotus unifoliolatus var. unifoliolatus,Growth_form_std,,,dicot forb,,--,
Lotus unifoliolatus var. unifoliolatus,Habit,,,herbaceous,,--,
Lotus unifoliolatus var. unifoliolatus,Habitat_main,,,upland prairie,,--,
Lotus unifoliolatus var. unifoliolatus,Height_max,60,cm,,,Flora ID Northwest 04,
Lotus unifoliolatus var. unifoliolatus,LAR_standard,20.55245972, mm2/mg,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Leaf_area_21d,278.963562, mm2,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Leaf_division,,,compound,,--,
Lotus unifoliolatus var. unifoliolatus,Leaf_margin,,,entire,,--,
Lotus unifoliolatus var. unifoliolatus,Leaf_shape,,,,lanceolate,--,
Lotus unifoliolatus var. unifoliolatus,Life_form,,,therophyte,,--,
Lotus unifoliolatus var. unifoliolatus,LMR_standard,0.704378963, mg/mg,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Mass_aboveground_21d,9.37142849,  mg,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Mass_root_21d,2.757142782,  mg,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Mass_seed,6.320000172,mg,,,Guerrant and Raven 95,
Lotus unifoliolatus var. unifoliolatus,Mass_seed,3.445333242,mg,,,Clark et al 08b,
Lotus unifoliolatus var. unifoliolatus,Nitrogen_fixing,,,Yes,,--,
Lotus unifoliolatus var. unifoliolatus,Perenniality,,,annual,,--,
Lotus unifoliolatus var. unifoliolatus,Propagation_mode,,,seed,,--,
Lotus unifoliolatus var. unifoliolatus,Reproductive_sched,,,monocarpy,,--,
Lotus unifoliolatus var. unifoliolatus,RGR_standard,0.090931855,per day,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Root_system,,,tap,,--,
Lotus unifoliolatus var. unifoliolatus,RSA_standard,1.159436822, --,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Seed_length,3.029999971,mm,,,Guerrant and Raven 95,
Lotus unifoliolatus var. unifoliolatus,SLA_standard,29.6644001, mm2/mg,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Status_Federal,,,none,,--,
Lotus unifoliolatus var. unifoliolatus,Status_ONHIC,,,none,,--,
Lotus unifoliolatus var. unifoliolatus,Status_State,,,none,,--,
Lotus unifoliolatus var. unifoliolatus,Stem_arrangement,,,multiple upright,,Klinkenberg 07,
Lotus unifoliolatus var. unifoliolatus,Stem_arrangement,,,single upright,,Klinkenberg 07,
Lotus unifoliolatus var. unifoliolatus,Synonym,,,,Lotus purshianus,--,
Lotus unifoliolatus var. unifoliolatus,Taxonomic_group,,,dicot,,,
Lotus unifoliolatus var. unifoliolatus,ULR_standard,0.004406417,mg/mm2/day,,,Clark et al 08,Standard conditions
Lotus unifoliolatus var. unifoliolatus,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Lotus unifoliolatus var. unifoliolatus,Where_native,,,Willamette Valley,,--,
Lupinus albicaulis,Authority,,,,Dougl.,"USDA, NRCS 07",
Lupinus albicaulis,Clonality,,,non-clonal,,--,
Lupinus albicaulis,Code,,,,LUAL3,"USDA, NRCS 07",
Lupinus albicaulis,Common_name,,,,sicklekeel lupine,"USDA, NRCS 07",
Lupinus albicaulis,Diaspore_feature,,,none,,Flora ID Northwest 04,
Lupinus albicaulis,Dispersal_peak_month,7,month,,,Boyer 07a,
Lupinus albicaulis,Dormancy_break_mech,,,scarification,,--,
Lupinus albicaulis,Dormancy_break_mech,,,stratification,,Boyer 07a,
Lupinus albicaulis,Family,,,,Fabaceae,--,
Lupinus albicaulis,Flowering_peak_month,5,month,,,Boyer 07a,
Lupinus albicaulis,Germination_peak_month,11,month,,,Boyer 07a,
Lupinus albicaulis,Germination_rate,77.33333588,mg,,,Clark et al 08b,
Lupinus albicaulis,Growth_form_Corn,,,erect leafy,,--,
Lupinus albicaulis,Growth_form_std,,,dicot forb,,--,
Lupinus albicaulis,Habit,,,herbaceous,,--,
Lupinus albicaulis,Habitat_main,,,upland prairie,,Boyer 07a,
Lupinus albicaulis,Height_max,90,cm,,,Flora ID Northwest 04,
Lupinus albicaulis,LAR_standard,12.69460011, mm2/mg,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Leaf_area_21d,1467.595459, mm2,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Leaf_division,,,compound,,Flora ID Northwest 04,
Lupinus albicaulis,Leaf_margin,,,entire,,Flora ID Northwest 04,
Lupinus albicaulis,Leaf_shape,,,,oblanceolate,Gilkey and Dennis 01,
Lupinus albicaulis,Life_form,,,hemicryptophyte,,--,
Lupinus albicaulis,LMR_standard,0.761271179, mg/mg,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Mass_aboveground_21d,71.19999695,  mg,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Mass_root_21d,12.93636322,  mg,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Mass_seed,32.38850021,mg,,,Clark et al 08b,
Lupinus albicaulis,Nitrogen_fixing,,,Yes,,--,
Lupinus albicaulis,Perenniality,,,perennial,,Gilkey and Dennis 01,
Lupinus albicaulis,Propagation_mode,,,seed,,--,
Lupinus albicaulis,Reproductive_sched,,,polycarpy,,--,
Lupinus albicaulis,RGR_standard,0.071712874,per day,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Root_system,,,tap,,Flora ID Northwest 04,
Lupinus albicaulis,RSA_standard,0.897487819, --,,,Clark et al 08,Standard conditions
Lupinus albicaulis,SLA_standard,16.75993538, mm2/mg,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Status_Federal,,,none,,--,
Lupinus albicaulis,Status_ONHIC,,,none,,--,
Lupinus albicaulis,Status_State,,,none,,--,
Lupinus albicaulis,Stem_arrangement,,,multiple upright,,Gilkey and Dennis 01,
Lupinus albicaulis,ULR_standard,0.00554652,mg/mm2/day,,,Clark et al 08,Standard conditions
Lupinus albicaulis,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Lupinus albicaulis,Where_native,,,Willamette Valley,,--,
Lupinus bicolor,Authority,,,,Lindl.,--,
Lupinus bicolor,Breeding,,,mixed,,--,
Lupinus bicolor,Clonality,,,non-clonal,,--,
Lupinus bicolor,Code,,,,LUBI,"USDA, NRCS 05",
Lupinus bicolor,Common_name,,,,miniature lupine,--,
Lupinus bicolor,Diaspore_feature,,,none,,Flora ID Northwest 04,
Lupinus bicolor,Dormancy_break_mech,,,scarification,,--,
Lupinus bicolor,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Lupinus bicolor,Family,,,,Fabaceae,--,
Lupinus bicolor,Flowering_peak_month,5,month,,,UW Burke Museum,
Lupinus bicolor,Germination_rate,100,%,,,Flynn et al. 06,seeds scarified
Lupinus bicolor,Germination_rate,81.33333588,mg,,,Clark et al 08b,
Lupinus bicolor,Growth_form_Corn,,,erect leafy,,--,
Lupinus bicolor,Growth_form_std,,,dicot forb,,--,
Lupinus bicolor,Habit,,,herbaceous,,--,
Lupinus bicolor,Habitat_main,,,upland prairie,,--,
Lupinus bicolor,Height_max,40,cm,,,Flora ID Northwest 04,
Lupinus bicolor,LAR_standard,24.428545, mm2/mg,,,Clark et al 08,Standard conditions
Lupinus bicolor,Leaf_area_21d,352.5838318, mm2,,,Clark et al 08,Standard conditions
Lupinus bicolor,Leaf_division,,,compound,,--,
Lupinus bicolor,Leaf_margin,,,entire,,--,
Lupinus bicolor,Leaf_shape,,,,linear,--,
Lupinus bicolor,Life_form,,,therophyte,,--,
Lupinus bicolor,LMR_standard,0.705431283, mg/mg,,,Clark et al 08,Standard conditions
Lupinus bicolor,Mass_aboveground_21d,12.34166622,  mg,,,Clark et al 08,Standard conditions
Lupinus bicolor,Mass_root_21d,3.892307758,  mg,,,Clark et al 08,Standard conditions
Lupinus bicolor,Mass_seed,3.07366991,mg,,,Clark et al 08b,
Lupinus bicolor,Nitrogen_fixing,,,Yes,,--,
Lupinus bicolor,Perenniality,,,annual,,--,
Lupinus bicolor,Propagation_mode,,,seed,,--,
Lupinus bicolor,Ps_pathway,,,C3,,--,
Lupinus bicolor,Reproductive_sched,,,monocarpy,,--,
Lupinus bicolor,RGR_standard,0.133905873,per day,,,Clark et al 08,Standard conditions
Lupinus bicolor,Root_system,,,tap,,--,
Lupinus bicolor,RSA_standard,0.866293728, --,,,Clark et al 08,Standard conditions
Lupinus bicolor,SLA_standard,35.0967865, mm2/mg,,,Clark et al 08,Standard conditions
Lupinus bicolor,Status_Federal,,,none,,--,
Lupinus bicolor,Status_ONHIC,,,none,,--,
Lupinus bicolor,Status_State,,,none,,--,
Lupinus bicolor,Stem_arrangement,,,multiple upright,,--,
Lupinus bicolor,Taxonomic_group,,,dicot,,,
Lupinus bicolor,ULR_standard,0.005741748,mg/mm2/day,,,Clark et al 08,Standard conditions
Lupinus bicolor,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Lupinus bicolor,Where_native,,,Willamette Valley,,--,
Lupinus lepidus,Authority,,,,Dougl. ex Lindl.,"USDA, NRCS 07",
Lupinus lepidus,Clonality,,,non-clonal,,--,
Lupinus lepidus,Code,,,,LULE2,"USDA, NRCS 07",
Lupinus lepidus,Common_name,,,,Pacific lupine,"USDA, NRCS 07",
Lupinus lepidus,Diaspore_feature,,,none,,Flora ID Northwest 04,
Lupinus lepidus,Dormancy_break_mech,,,scarification,,Rose et al. 98,
Lupinus lepidus,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Lupinus lepidus,Family,,,,Fabaceae,--,
Lupinus lepidus,Flowering_peak_month,7,month,,,Rose et al. 98,
Lupinus lepidus,Germination_rate,89,%,,,Flynn et al. 06,seeds scarified
Lupinus lepidus,Germination_rate,100,mg,,,Clark et al 08b,
Lupinus lepidus,Growth_form_Corn,,,semi-basal,,--,
Lupinus lepidus,Growth_form_std,,,dicot forb,,--,
Lupinus lepidus,Habit,,,herbaceous,,--,
Lupinus lepidus,Habitat_main,,,upland prairie,,--,
Lupinus lepidus,Height_max,30,cm,,,Flora ID Northwest 04,
Lupinus lepidus,LAR_standard,12.49665737, mm2/mg,,,Clark et al 08,Standard conditions
Lupinus lepidus,Leaf_area_21d,167.2350006, mm2,,,Clark et al 08,Standard conditions
Lupinus lepidus,Leaf_division,,,compound,,Flora ID Northwest 04,
Lupinus lepidus,Leaf_margin,,,entire,,Flora ID Northwest 04,
Lupinus lepidus,Leaf_shape,,,,oblanceolate,Flora ID Northwest 04,
Lupinus lepidus,Life_form,,,hemicryptophyte,,--,
Lupinus lepidus,LMR_standard,0.752619386, mg/mg,,,Clark et al 08,Standard conditions
Lupinus lepidus,Mass_aboveground_21d,9.9375,  mg,,,Clark et al 08,Standard conditions
Lupinus lepidus,Mass_root_21d,1.5625,  mg,,,Clark et al 08,Standard conditions
Lupinus lepidus,Mass_seed,4.183333397,mg,,,Clark et al 08b,
Lupinus lepidus,Nitrogen_fixing,,,Yes,,--,
Lupinus lepidus,Perenniality,,,perennial,,--,
Lupinus lepidus,Propagation_mode,,,seed,,--,
Lupinus lepidus,Reproductive_sched,,,polycarpy,,--,
Lupinus lepidus,RGR_standard,0.077910639,per day,,,Clark et al 08,Standard conditions
Lupinus lepidus,Root_system,,,tap,,Flora ID Northwest 04,
Lupinus lepidus,RSA_standard,0.787533879, --,,,Clark et al 08,Standard conditions
Lupinus lepidus,Seed_bank,,,yes,,--,
Lupinus lepidus,SLA_standard,16.60197449, mm2/mg,,,Clark et al 08,Standard conditions
Lupinus lepidus,Status_Federal,,,none,,--,
Lupinus lepidus,Status_ONHIC,,,none,,--,
Lupinus lepidus,Status_State,,,none,,--,
Lupinus lepidus,Stem_arrangement,,,multiple upright,,Klinkenberg 07,
Lupinus lepidus,ULR_standard,0.006123621,mg/mm2/day,,,Clark et al 08,Standard conditions
Lupinus lepidus,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Lupinus lepidus,Where_native,,,Willamette Valley,,--,
Lupinus oreganus var. kincaidii,Authority,,,,A. Heller var. C. P. Smith,--,
Lupinus oreganus var. kincaidii,Breeding,,,allogamy,,--,
Lupinus oreganus var. kincaidii,Code,,,,LUORK,"USDA, NRCS 08",
Lupinus oreganus var. kincaidii,Common_name,,,,Kincaid's lupine,--,
Lupinus oreganus var. kincaidii,Diaspore_feature,,,none,,--,
Lupinus oreganus var. kincaidii,Family,,,,Fabaceae,--,
Lupinus oreganus var. kincaidii,Growth_form_std,,,dicot forb,,--,
Lupinus oreganus var. kincaidii,Habit,,,herbaceous,,--,
Lupinus oreganus var. kincaidii,Habitat_main,,,upland prairie,,--,
Lupinus oreganus var. kincaidii,Height_max,100,cm,,,Flora ID Northwest 04,
Lupinus oreganus var. kincaidii,Leaf_division,,,compound,,--,
Lupinus oreganus var. kincaidii,Leaf_margin,,,lobed,,--,
Lupinus oreganus var. kincaidii,Leaf_shape,,,,oval-round,--,
Lupinus oreganus var. kincaidii,Life_form,,,hemicryptophyte,,--,
Lupinus oreganus var. kincaidii,Perenniality,,,perennial,,--,
Lupinus oreganus var. kincaidii,Pollination_mode,,,insect,,Wilson et al 91,"Bombus mixtus, Dialictus sp., Apis mellifera"
Lupinus oreganus var. kincaidii,Propagation_mode,,,seed and vegetative,,--,
Lupinus oreganus var. kincaidii,Reproductive_sched,,,polycarpy,,--,
Lupinus oreganus var. kincaidii,Root_system,,,tap,,--,
Lupinus oreganus var. kincaidii,Status_Federal,,,Threatened,,OrNHIC 04,
Lupinus oreganus var. kincaidii,Status_ONHIC,,,List 1,,OrNHIC 04,
Lupinus oreganus var. kincaidii,Status_State,,,Threatened,,OrNHIC 04,
Lupinus oreganus var. kincaidii,Stem_arrangement,,,multiple upright,,--,
Lupinus oreganus var. kincaidii,Synonym,,,,Lupinus sulphureus ssp. kincaidii,--,
Lupinus oreganus var. kincaidii,Taxonomic_group,,,dicot,,,
Lupinus oreganus var. kincaidii,Where_native,,,Willamette Valley,,--,
Luzula comosa,Authority,,,,E. Mey.,"USDA, NRCS 07",
Luzula comosa,Clonality,,,non-clonal,,Flora ID Northwest 04,
Luzula comosa,Code,,,,LUCO6,"USDA, NRCS 07",
Luzula comosa,Common_name,,,,Pacific woodrush,"USDA, NRCS 07",
Luzula comosa,Diaspore_feature,,,mucilage,,Ecol. Flora British Isles,
Luzula comosa,Diaspore_feature,,,elaiosome,,Flora ID Northwest 04,spongy appendage up to half as long as seed
Luzula comosa,Dispersal_peak_month,5,month,,,Boyer 07a,
Luzula comosa,Dormancy_break_mech,,,stratification,,Drake et al. 98,
Luzula comosa,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Luzula comosa,Family,,,,Juncaceae,--,
Luzula comosa,Flowering_peak_month,3.5,month,,,Boyer 07a,
Luzula comosa,Germination_peak_month,11,month,,,Boyer 07a,
Luzula comosa,Germination_rate,86.66666412,mg,,,Clark et al 08b,
Luzula comosa,Growth_form_Corn,,,tussock,,--,
Luzula comosa,Growth_form_std,,,graminoid,,--,
Luzula comosa,Habit,,,herbaceous,,--,
Luzula comosa,Habitat_main,,,upland prairie,,Boyer 07a,
Luzula comosa,Height_max,40,cm,,,Flora ID Northwest 04,
Luzula comosa,LAR_standard,32.95000076, mm2/mg,,,Clark et al 08,Standard conditions
Luzula comosa,Leaf_area_21d,72.48999786, mm2,,,Clark et al 08,Standard conditions
Luzula comosa,Leaf_division,,,simple,,--,
Luzula comosa,Leaf_margin,,,entire,,--,
Luzula comosa,Leaf_shape,,,,lanceolate,--,
Luzula comosa,Life_form,,,hemicryptophyte,,--,
Luzula comosa,LMR_standard,0.818181813, mg/mg,,,Clark et al 08,Standard conditions
Luzula comosa,Mass_aboveground_21d,1.799999952,  mg,,,Clark et al 08,Standard conditions
Luzula comosa,Mass_root_21d,0.400000006,  mg,,,Clark et al 08,Standard conditions
Luzula comosa,Mass_seed,0.810000002,mg,,,Flynn et al. 06,
Luzula comosa,Mass_seed,0.625333309,mg,,,Clark et al 08b,
Luzula comosa,Nitrogen_fixing,,,No,,--,
Luzula comosa,Perenniality,,,perennial,,--,
Luzula comosa,Propagation_mode,,,seed,,--,
Luzula comosa,Reproductive_sched,,,polycarpy,,--,
Luzula comosa,Root_system,,,fibrous,,--,
Luzula comosa,Seed_bank,,,yes,,Ecol. Flora British Isles,
Luzula comosa,SLA_standard,40.27222061, mm2/mg,,,Clark et al 08,Standard conditions
Luzula comosa,Status_Federal,,,none,,--,
Luzula comosa,Status_ONHIC,,,none,,--,
Luzula comosa,Status_State,,,none,,--,
Luzula comosa,Stem_arrangement,,,multiple upright,,--,
Luzula comosa,Synonym,,,,Luzula campestris,--,
Luzula comosa,ULR_standard,0.006256272,mg/mm2/day,,,Clark et al 08,Standard conditions
Luzula comosa,Wetland_Indicator_Status,,,FAC,,"USDA, NRCS 07",
Luzula comosa,Where_native,,,Willamette Valley,,--,
Madia elegans,Authority,,,,D. Don ex Lindley,--,
Madia elegans,Clonality,,,non-clonal,,--,
Madia elegans,Code,,,,MAEL,--,
Madia elegans,Common_name,,,,common madia,--,
Madia elegans,Diaspore_feature,,,none,,Flora ID Northwest 04,
Madia elegans,Dispersal_peak_month,7.5,month,,,Boyer 07a,
